lyrics,gender
long go time mind gotta kinda misery send best regard rest leave sense time gonna life shine gonna life shine mind life shine high flyin time come round todays different tomorrow good luck path wasn build differently gonna life shine gonna life shine mind life shine good luck path wasn build differently gonna life shine gonna life shine mind yeah yeah yeah yeah yeah yeah yeah gonna life shine gonna life shine gonna life shine gonna life shine yeah yeah yeah,1
light liqueur night jukebox play favorite song tonight loneliest fool live believe world honky tonk sweetheart anybody girl choose life lead sorrow shame shoulder swear blame give love live sort world honky tonk sweetheart anybody girl cry beer drink heartache wish near drink passion surge start head whirl honky tonk sweetheart anybody girl understand feel emotions strange things give life lead give wed ring flaunt charm beauty toss pretty curl honky tonk sweetheart anybody girl honky tonk sweetheart anybody girl,1
live upsidedown word revolution people want hear preacher spill spiel card thoroughly pique america blood tear instead milk youngsters program continue fuck wake night dig revere good guy america strip close eye sign truth tattoo enter vagina learn amazement untold tale scandal long centuries bury musty vault hose daily gag perfume america bastard illegitimate daughter mother country legs spread world rapist know freedom freedoom democracy liberty justice revolutionary code name precede bubble bubble bubble bubble bubble mother country crotch soul want good home wife children food fee night say build route china survive america survive america survive america survive america,1
lonesome number change today hat time phone ring want speak hurt tell maybe telephone book better write come want break news lonesome telephone time hop want change mind darling know lonesome give number telephone ring know long lonesome lonesome,1
remain rain lovely promise come true lips insist kiss know flame grow glow open door need know touch mean dear good song word belong dream dream good,1
fiddle squeekin guitars speakin piano play jellyroll drum dumb bass play soul table quakin nerve shakin beggin havin honky tonk hardwood floor honky tonk hardwood floor honky tonk hardwood floor havin honky tonk hardwood floor waitress handy sell sell soda bartender serve wanna blow money little thing havin honky tonk hardwood floor honky tonk hardwood floor honky tonk hardwood floor havin honky tonk hardwood floor payday saturday break sunday come monday feelin sour black eye pick little little night swear drinkin thinkin bout good time lord havin honky tonk hardwood floor honky tonk hardwood floor honky tonk hardwood floor havin honky tonk hardwood floor,1
best years life heart break token part touch like knife grieve youth surely leave cause best years life know easy cause memories busy young strife tell like brother best years life taste bitter love quitter free cause recover best years life know easy,1
suffer know betray children sing hate hate hate hate hate hate allamerican sell suicide totalitarian abortions eye hate hater rape raper animal fuck fuck fuck fuck victim black eye victim stick hand hat prism kill sort fuck fuck fuck fuck everybody nigga know wasn bear middle finger need choose better better better better better better better better tell better better better better better better better better tell hate hater rape raper idiot fuck fuck fuck fuck everybody nigga know wasn bear middle finger need choose america america america history write winner fuck fuck fuck fuck fuck fuck everybody nigga know wasn bear middle finger need choose,1
stay sharp yeah sharp mean know money grow stay sharp pull look like money crisp hoppin outta latest know hottest cars flyest clothe baddest hoe fresh head yeen know sharp hell sharp yeen know sharp hell check pedigree bloodline purebred champagne cause color pocket like skin whip swell money inch wheel fresh catch winter mink shoulder like diamonds like boulders yeah kinda roadster rover cause fast like supercharge motor damn hood like gold daytons regal gotta dime screamin eagle chicken hawk hard spin millions year albums drop crease sharp shoe nigga sell geek come free throw tag bitch fine get head large need size trap gotta write rap play cause gotta write trill real trunk double grill triple gold caprese decease walk slow sharp crease california smoker calico toter wear wrong color super soaker motherfucker pass like feet diamonds clear blue like police porsche stunt stairway heaven evidently like wouldn bite yeah go leave drug beat fight life want pussy beat tonight suck bite need tonight blood type like knife mothafucka sharp,1
like fuck need nothin talkin shit somebody thing reaper come grillin smile smile tell haters army bring tank bank selfemployed independent start break work second start engine go fast catch lennon mix maybe purple drink strong weaker seven days sweeter creme brulee presidential head state dopest mothafucka seventh grade elevate buddha shit cooler coolest slick lubricant bullshit stupid bitch hatin doin spend couldn shoe like fuck need nothin talkin shit somebody thing reaper come grillin smile smile like fuck need nothin talkin shit somebody thing reaper come grillin smile smile tell fake hate dope family respect conglomerate rollie wrist coppin shit jerm beat heat hold drop quick bring change world single track underage table smokin drinkin pittsburgh world city illest city guess fact live rome drink patron ball life time stall stupid dudes exclusive shit kid tryna bullshit boys straight grow like fuck need nothin talkin shit somebody thing reaper come grillin smile smile like fuck need nothin talkin shit somebody thing reaper come grillin smile smile,1
week drag past slowly days fell knees maybe help take guess change weather time know casually mention tonight crazy tonight stay mean stay time mean time cause tell somebody want want heart wrecker heart wrecker delight life vague bring time tomorrow know know happen stay mean stay time mean time cause tell somebody want want stay mean stay time mean time cause tell somebody want want,1
sing song sing blue song depend dream lonely nights scheme depend mountains high oceans wide reach stories blaze depend mountains high oceans wide reach stories blaze deends depnds baby depend,1
justice league echo fade yeah pistols tpain ahhhh yeahh yeahhh know cause lookin like want want drop wanna throw stop cause pole let know ooooooooh whoahh shortay shegotit supermodel lemme holla second excuse talk second mama fine squad sweatin damn jeans question ask follow drink drink young boss baby treat treat finer things neck bling wrist bling wed ring playin light neck wrist gotta ride nice trip bricks pain say niggas lame mama game plan pistols boss happen talk ridin walk pistols ooooh ooooh ooooh ooooh know know shegotit damn damn damn foot eye redbone shit nigga wanna stop stare wanna pull hair freaky shit kinky shit need young boss girl upgrade worker work bout girl trip venice venice ness swiss digits rest history superwoman like tellin like yeah talk lam dream bestest thing fresh match jeans tat baby appetizer tonight baddest club grab cause,1
tumble pledgin grind lonely free driftin tumble tumbleweed care past trail wind drifitn tumble tumbleweed know night go world bear deep heart song range belong driftin tumble tumbleweed roamin cowboy ridin long tumbleweeds sing lonely song nights underneath prairie moon ride sing tune deep heart song range belong driftin tumble tumbleweed driftin tumble tumbleweed,1
feel real trial yeah prison like coin mint dent spend high treason glass throne danger zone pilot control pilot soul pilot lead chamber pilot stranger pilot lead chamber pilot stranger nanana nanana know tell tell virgin tell certain glass throne danger zone pilot control pilot soul yeah pilot lead chamber pilot stranger pilot lead chamber pilot stranger nanana nanana glass throne danger zone pilot control pilot soul pilot lead chamber pilot stranger pilot lead chamber pilot stranger nanana nanana nanana nanana yeah yeah nanana yeah yeah yeah nanana nanana,1
speed point provoke punchline tell joke plenty desperation see star television screen speed point provoke tell fuck punchline tell joke sorry exist wasn list thousandth time bolder surprise bend tell die grab wasn kid dream make mean variation theme tangle television magazine reckon joke reckon oath say defenders poser professional pretender list replace twist turn like fist replace kiss concern bollocks want prayer save morning thousandth time bolder surprise bend tell gag game picker quick quicker get thicker game picker quick quicker get thicker presume things equal want people people like,1
lady live right pretty picture wall help groceries time tell somebody hurt feel hurt eye plain slowly wear ceiling walk floor night hear cry cry memory little heart die walk floor forth follow footstep count long fall asleep sweetest dream night dream walk floor night hear cry cry memory little heart die walk floor woman walk floor,1
sense runner garden judgements know fail build steamboat meadow forget sail know runner go tell cowboy hair bury daisies stay tallest eye babe sense chimney evidence burn guess read smoke lyric commercial,1
fool blue come go blue come blue come lawd blue come evenin go long doggone blue leave blue come go blue come blue come lawd blue come evenin go build castle high go say goodbye blue come go blue come blue come lawd blue come evenin go call go evenin sorrow bind cause blue come go blue come blue come lawd blue come evenin go,1
corner heartache street losers teardrops home blue walk heartbeat keep time drag shoe shin window dark home blue place fill sweetest memories memories sweet dream leave feel want lose sweetheart good choose come misery love company welcome home blue place fill sweetest memories memories sweet dream leave feel want corner heartache street losers teardrops home blue yeah gonna home blue,1
take heart take hand promise hop understand perfect cause hard year like go cry inside bedroom baby know fair night promise right night night lyric commercial,1
fall tonight know beautiful world tonight share glow say fall tonight walk laugh play game kiss goodbye go flame change dear time true fall tonight,1
think pressure boilin shit spoilin head enormous shit borin fast formin creativity lack performance crowd nigga microphone checker home wrecker hard liquor blunt flicker style evolve reservoir dog hannibals catalog feelin phenomenon parmesan grippin bang lose bang writin nuttin nigga wastin time waste past line hard whine break lyin buyin dim look know sign quick speak mind frontin like ballin couldn tell hell smokin dealer sell super fail lyric commercial,1
send pillow dream know care send pillow dream darling dream night sleep lonely share dream true send pillow dream darling dream send pillow dream maybe time dream come true send pillow dream darling dream wait long write leave send pillow dream darling dream darling dream,1
fight fight march hold head high try victory fight folks vain lose speak highly fight fight hear teeth chatter cold outside bullets open wound young boys begin fall tear eye cause couldn help general raise sabre hand hear cannon roar stand march battle grey cannon smoke clear take days count dead honest hear news fall folks think great victory ball ask band play song believe fight fight yeah fight fight foughtall yeah fight,1
wanna night long night long wanna kissin wanna missin want know true blue night long true night long darling forgive want wrong night long darling forgive want wrong night long kiss kiss wanna kiss night long wanna night long kiss wanna kiss night long wanna night long,1
deep heart lie song dream live memory beneath star cause alamo enchantment strange blue moonlit pass alamo moon splendor know heart lips sweet tender like petals fall apart speak break song word know live heart moonlit pass alamo moon splendor know heart lips sweet tender like petals fall apart speak break song word know live heart moonlit pass alamo,1
dark fall know spirit party start come alive dawn throw blue city light cause music lot lovin gimme night gimme night need even action place dine glass wine little late romance chain reaction people world come dance cause music lot lovin gimme night gimme night come tonight lead ride paradise feel right lovers cause starlight look eye know gimme night gimme night cause music lot lovin gimme night gimme night come tonight lead ride paradise feel right lovers cause starlight look eye know stay feel rhythm even take high mind weather dance street morning light cause music lot lovin gimme night gimme night gimme night gimme night gimme night gimme night gimme night gimme night,1
wise fool rush help fall shall stay help fall like river flow surely darling go things mean hand life help fall,1
like tell arm measure treasure deep late restore like tell heart break promise break break heart dear sorry goodbye forever ring lose time help tear start like tell heart break promise,1
sweetheart send letter goodbye secret feel better wake dream think real false emotions feel heartaches hang long blue get bluer song remember cloudy hair,1
hand land shake dream like dream maybe somebody shake fell tell somebody make dream forever go away know step away want maybe foot keep trip trap flip flap come come walk dream talk face place eye away blink think maybe eye time blind come pass lose mind live leave live leave,1
diamonds world mean conjure wind sunlight sparkle aground harbour lose taste free thank send gullchased ship thousand years half world away die tree grow greener pray silver scale flash bright fade reeds shore like liquid ship come shin like swan sun ship come shin,1
learn fall learn mama mama learn learn fall drift breeze sail occupation wind prevail sail drift breeze story world begin everybody run stop scrutinize plan,1
pretty smart yeah charm cupid shoot aisle match heaven go straight hell split possessions house sale learn lesson forget time go money damn funny go trust fund yacht club piece sweet sugar mama zero commas care love ugly go money family like friends work like plan work go money damn funny go trust fund yacht club piece sweet sugar mama zero commas care love ugly go money money chaching go hawaii learjet lady buy sweetheart gonna money care love ugly go money chaching mucho dinero come good look thing corner,1
leave goodbye lonely tell lonely matter matter mean change dear lonely,1
darlin cry believe believe boys believe time young fair voice like spring rain fallin sunlight hair see face ask say daddy own grocery store live bristol darlin cry believe believe boys believe lay dollars need thing touch sweet hand change hang closin time scarce believe eye darlin walkin name wise darlin cry believe believe boys believe walk bristol bitter break heart pin pistol hand state street poor wise shoot die tennessee darlin cry believe believe boys believe bristol jail cause jury guilty judge say poor young mountain come ruination darlin cry believe believe boys believe,1
sure walk away want work wish break admit wrong baby wish strong time think consider blind blind foolish pride wish break admit wrong baby wish strong strong weak strong life strong break wall baby wish strong whoa baby wish strong think weakness fight deep inside baby know right wish break admit wrong whoa baby wish strong whoa baby wish strong wish wish strong strong come whoa bend knees beg baby wish strong yeah yeah whoa baby whoa baby,1
sweet dream babby sweet dream baby sweet dream baby long dream dream baby dreamin sweet dream dream baby dreamin sweet dream nighttime dreamin dream baby stop dreamin dream come true sweet dream babby sweet dream baby sweet dream baby long dream dream baby dreamin,1
stroll hold hand walk know world stroll star twinkle high stroll tell need darling tell touch walk aisle,1
motion notion cause know goodbye season reason cause know goodbye heart place need baby baby baby away go stay today notion motion cause know thing reason treason cause know hard heart heart place need stay heart heart place need girl away,1
night oooo night night moon bright bright night night alight star oooo kiss fall kiss oooo kiss kiss kiss kiss kiss think lips set afire reminisce fill desire give heart sweet surrender remember remember night oooo night night come heart night go forget kiss kiss moonlight oooo kiss night night oooo night night come heart night go forget kiss kiss moonlight remember remember night oooo night night kiss fall give heart sweet surrender remember remember night oooo night night kiss fall go go go go go go come go oooo oooo oooo oooo oooo night,1
guess guess somebody steal thunder somebody gonna soon freakin live somebody smash action bust revenge sweet gonna satisfaction gonna sweets tell lock doors winda house consequence tell pawlike finger best somebody steal thunder wonder know goof blunder mean blind tell lock doors winda house consequence tell pawlike finger best somebody steal thunder wonder know goof blunder gonna lose tiny mind kind tryin party line steal thunder wonder somebody steal thunder wonder somebody steal thunder wonder,1
world yeah wasn nothin like wasn nothin like time math class long hair skin laugh joke teacher pass note start innocent vibe nigga start diggin youngin straight crushin tryna play shit cool nigga couldn school cause see thighs hips lips daydreamin thinkin rid sit lick hard stand time go attractions gettin deep dreamin thinkin smashin sleepin want obsess write note say damn nooo write say course knowin frontin say like baby knowin stuntin tell truth know play hadn pussy come know write tell homie want mama go weekend saturday baby freakin heart start racin body start sweatin baby wake thinkin body look naked layin teacher stand write like yeah baby sound like plan tryna play cool sound like scar death nigga stomach turnin talkin shit knowin damn virgin fuck nooo know feelin know finna bone time hopin notice time hopin shit fuck prayin bust quick watchin pornos tryna stroke right practice puttin condoms right crib nigga palm sweatin pocket rubber erection hand start touchin face start blushin nigga roll pant unbuckle hand start rubbin girl stop time action pull condoms real smooth yeah practice right flinch grab say wanna somethin mental tell baby gentle cause cause nooo,1
see arrow doorpost say land condemn orleans jerusalem travel east texas martyr fell know sing blue like blind mctell hear hoot sing take tent star barren tree audience charcoal maidens strut feather sing blue like blind mctell plantations burn hear crack whip smell sweet magnolia bloom ghost slavery ship hear tribes amoaning hear undertaker sing blue like blind mctell woman river fine young handsome dress like squire bootleg whiskey hand chain gang highway hear rebel yell know sing blue like blind mctell heaven want power greed corruptible seed gaze window hotel know sing blue like blind mctell,1
free flighty bumblebee today go tomorrow footloose child free absolutely independent nothin gonna worry believe bear travel open road gonna bring close come know wayout people live border east coast coast cradle gonna mexico gonna cradle,1
go write tear stain letter go mail straight go bring mind say true secret hide place daily satisfy sit read hang head go suicide go write tear stain letter special delivery gonna stuff know time turn turn bring darkest news arrive hometown saddest thing mailman bring go write tear stain letter go tell time reconsider come think say hard refuse sure think long time answer choose important piece personal private news go write tear stain letter personal private news cry blue give impression go wrong suddenly music go woman middle song go write tear stain letter go tune send sweet redhot upbeat zinger body hunk include mean little higher settle sweet sweet mind night retire go write tear stain letter,1
flick lighter yeah flick lighter yeah yeah yeah come yeah flick lighter tell moron beef reinform shit know shyheim york york real clever staten island connection century crisis fivetolifers bikers book riker century crisis fighter flick lighter nigga bigger website despite century crisis fivetolifers bikers book riker century crisis fighter flick lighter nigga street intelligent puffin drink lazanet elephant line like little colorin body bury fuck shoot skeletons lyric commercial,1
wish come home workin check breath tire turn question gettysburg address reason shouldn trust fact make count time beg past past drink like fish like shit permit people call picasso paint finally grow finally change somebody find hard believe turn probably live good livin give bring flower keep make things worse guilty deserve drink like fish like shit permit people call picasso paint finally grow finally change somebody find hard believe turn probably live good livin cuss like sailor howl moon wake morning idon tknowwho dream know probably live good livin yeah live good livin,1
mother send invitations father sister explain tire creations come queen come queen ladies want lend smell roses remain children start resent come queen come queen clown commission die battle vain sick repetition come queen come queen advisers heave plastic feet convince pain try prove conclusions drastic come queen come queen bandits turn cheek bandanas complain want somebody speak come queen come queen,1
calico girlfriend start rule watch star drop make nighttime approve wander roadway change sign time look see eye keeper shadow follow take latch window give drop calico girlfriend suddenly stare face time softly drop race keeper shadow follow take latch window give drop calico girlfriend suddenly stare face time softly drop race,1
silver wing shin sunlight roar engines head flight take away leave lonely silver wing slowly fade sight leave airplane ride lock mind leave stand,1
hear heart hear sound make sound whisper beat tell meet know meet heart lose answer know darling romance darling sweethearts heart lose answer know darling romance darling sweethearts,1
stand window face glass time come pass ablaze look like better days takin charge life change takin lose clear window pane survive cost wing unfold weren dance door morning light ablaze look like better days,1
afraid know thorugh reason cross line need somebody time time heart look stay fool forever fool forever leap come easy come cheap spend money dime minute sweet time heart look stay fool forver fool forever pride deserve feel good hurt heart look stay fool forever fool forever fool forever fool fool forever fool forever,1
somebody follow memphis memphis somebody heart need memphis memphis know see tell cause friend trouble tell follow trail tear memphis memphis memphis someday memphis memphis tell rest till thank precious time forvive start cryin memphis memphis,1
morning baby morning baby know know look lonesome shade tree look lonesome shade tree house look lonesome baby pack leave blow wind blow wind blow baby blow wind blow wind blow baby know soon misery goodbye baby leave goodbye baby leave lose good thing ahead,1
change change yeah ordinary people change change ordinary people beauty breath tell relate need want religion freedom choose hurt place tell look face thing convey change change yeah ordinary people yeah change change yeah ordinary people help feel want dream real circumstances understand money fee want fill greed thing change change yeah yeah ordinary people yeah change change ordinary people change better worse stand break curse look distance chase dream things obscene plant tree change need brighter days come change necessary ordinary people beauty breath tell relate need want religion freedom choose hurt place tell look face thing change change brighten feel weight ordinary people hear hear change change brighten feel weight ordinary people hear hear change change brighten feel weight ordinary people hear hear change change brighten gonna feel pain ordinary people,1
thrill blueberry blueberry moon stand blueberry linger dream come true wind play sweet vow apart thrill blueberry thrill come climb baby blueberry shall blueberry bring horn berry blue moon stand afternoon blueberry higher moon linger weddin dream come true wind play sweet vow remember night apart thrill blueberry,1
come chippewa station wagon dollars think girl lose year hadn see time think memory come flood close door wish freight train baby wish diesel locomotive come whistle track crash door wish freight train baby wish heart need shovel coal start wish freight train baby wish freight train baby wish freight train time talk hear jealous line feel like leave abandon railway time hear voice water get cold stoker stoke boiler boil wish freight train baby wish diesel locomotive come whistle track crash door wish freight train baby wish heart need shovel coal start wish freight train baby wish freight train baby wish freight train time fell ahead wish pull lever little sand time slip wish switch come change track wish freight train baby wish diesel locomotive come whistle track crash door wish freight train baby wish heart need shovel coal start wish freight train baby wish freight train baby wish freight train,1
live texas texas place dearly live texas hang tennessee texarkana want push broom sweet abilene forget hang moon galveston lose sanity dimple live look live texas texas place dearly live texas hang tennessee remember frio river learn swim bring mind time wear welcome transcendental meditation night come long daylight live texas texas place dearly live texas therefor reside tennessee folks think hide rumor die alive tennessee,1
grow batten board cabin dead gravel street pay turn cause money grow tree cheap cigarettes windows breathe choose redneck life redneck life choose yeah daddy build string motor tree wear beer helmets eye race junkyard dream yeah crew grow eighty choose redneck life redneck life choose yeah choose redneck life redneck life choose mountain silver spoon week choose redneck life redneck life choose grow swim cutoff jeans bridge castor creek bend half bill bend spend fall sit high tree yeah hunt fish wasn trend choose redneck life redneck life choose yeah choose redneck life redneck life choose mountain silver spoon week choose redneck life redneck life choose woah,1
yeah know tight dress slippin turn girl know tear better boot gotta worry bout gettin dirty want baby luccheses know want cause moon friday night girl hook nothin look better boot fair girl fair take lettin hair drive wild like know work time better boot gotta worry bout gettin dirty want baby luccheses know want cause moon friday night girl hook nothin look better boot gotta worry bout gettin dirty want baby luccheses know want cause moon friday night girl hook nothin look better boot girl hook nothin look better boot,1
go miss go kiss go go care tell go hold go go fellow take overlook go best hook say go happen someday go things go go go tell sweet things go heart sing go hear bell ring go go,1
poor long home bukka white booker white record memphis tennessee album parchman farm blue root poor long home poor long home poor long home home home leave home baby arm leave home baby arm leave home baby arm wanna know daddy comin home guitar farm farm come bail baby wanna come home guitar sorry baby phone sorry phone cause long distance phone baby phone guitar,1
baby break frantic late try try hard try facade turn hear baby try angle tell unfair lie like knife hear whooh kill lie kill kill whaaooh kill oooh kill yeah baby dance baby right dance night hear hear look kill lie kill kill kill yeah kill lie kill kill whaaooh kill kill,1
wing rain hell heal pain chain cage calm rage change news slip noose demons loose face need save rag fume leave middle abuse face need save pardon like know save soul cause trench fight devil wench scar stitch fuck away news slip noose demons loose face need save rag fume leave middle abuse face need save look life eye world hurt addiction lie survive flirtin death alive news slip noose demons loose face need save rag fume leave middle abuse face need save face need save,1
girl grow afraid kiss lose control hold tighter turn loose sentimental present saigon need money free friend phoenix twoway radio static attic get ready blow saigon saigon saigon static attic get ready blow talk mailman late week letter sweater stutter say things get better saigon saigon saigon things get better saigon saigon saigon things get better saigon saigon saigon saigon things get better saigon saigon saigon saigon things get better saigon,1
banker farmer discuss line rain crop die vine time gotta time farm family go years pull hard time blood sweat tear time need time little time lovers table candle light wine look answer time gotta time say know heart bind afraid gonna leave mind time gotta time barely hand patient doctor meet close doors kid twentyfour time gotta time time,1
lover lover prove ways want show mean lead lead astray lover baby lover lover baby lover want try baby give want turn loose loose loose baby wanna hold hold know wanna puppet string baby hurt thing lover lover lover lover know rough tough try lover baby lover turn loose loose loose baby,1
biggie smalls illest smalls illest biggie smalls smalls smalls illest yeah smalls illest live livest represent fullest gats pull bastards duck buck chickenheads cluck bathroom fuck know handle door panel bandage oxygen breathe trick sleeve wear boxers breathe breeze lyrical high rush clutch crutches smoke like dutches master hate blast smoke life play like kwame fuck polka dot spot biggie know weed unbelievable unbelievable biggie smalls illest unbelievable biggie smalls illest unbelievable biggie smalls illest unbelievable biggie smalls illest biggie know appetit rappers sleep need sleep creep bullets heatseeking casualties need treat dumb rappers need teach lesson fuck think wack come come dumb hunt fiftyseven ways simmer sauté winner light dimmer biggie hallway forte cause caucasians sound demented weed scent say mean bite tongue evil unbelievable unbelievable biggie smalls illest unbelievable biggie smalls illest unbelievable biggie smalls illest unbelievable biggie smalls illest shots roof lexus coupes leave witness think amateurs damage tear fear near hear clearly triple beam dream thousand grams uncut fuck touch grill try play gorilla killer liver upper quiver ready tell say throw nicest niggas know steelo unbelievable unbelievable biggie smalls illest unbelievable biggie smalls illest unbelievable biggie smalls illest unbelievable biggie smalls illest,1
trouble sleep hand reach touch longer greet hungry hand darkness wonder heart stand stand hurtin stand certain bind lose mind cry hurt breakin gettin closer limit reach guitar pride call strong strength pride walk door awful ache hurt keep tear kill think stand limit reach,1
ways raise ways ways ways ways ways spend money ways ways treat kind good know stay turn cheek cause head hard know heart week ways boys ways spread ways ways treat kind good know stay turn cheek cause head hard know heart week ways boys ways spread ways ways ways ways ways,1
world shoulder gotta straighten boogie hang feelin room cause party people night livin crazy tonight gotta leave shelf enjoy groove madness music life live wall life live life wall live life wall live wall shout want cause folks gettin loud gonna cause party people night livin crazy tonight gotta leave shelf enjoy come groove madness music life live wall life live life wall live life wall live wall want rule rule time come alive party right night right gotta hide inhibitions gotta fool loose deep inside soul wanna exhibition ahee better cause party people night livin crazy tonight gotta leave shelf enjoy come groove madness music life live wall life live life wall live life wall tonight gotta leave shelf enjoy come groove madness music life live wall tonight gotta leave shelf yeah enjoy come groove madness music life wanna live tonight gotta leave shelf enjoy come groove madness music life yeah,1
eye wide open dream true hold close heart eye wide open dream share afraid close eye afraid lovely thrill silly illusion eye wide open dream deserve break pinch prove awake believe eye wide open dream deserve break pinch prove awake believe,1
ache heart future stand jetty steamer move away malaya stay eastern crowd dozens go rickshaw street cabaret hear life shall remember oriental music arm perfume flower tresses lotusscented breeze sway palm almond eye fragrant slender neath tropical sky cross seas home distant shore life shall remember oriental music arm perfume flower tresses lotusscented breeze sway palm leave ship kiss farewell nothin east east worlds apart leave leave heart ache heart future stand jetty steamer move away malaya stay stay,1
cry cry good laugh laugh somebody good laugh laugh love love good lie lie good lie lie lie,1
lord lord blue healer world blue healer healer world world heal heal blue heal early morning heal blue heal yeah yeah heal heal heal heal lord lord lord lord lord look woman leave blue heal woman leave leave early morning blue heal heal heal yeah yeah lord lord lord lord lord lord lord lord blue blue healer blue blue heal healer heal heal heal heal heal heal heal world world healer night lay feel woman leave blue come heal heal heal heal heal blue heal heal healer heal heal healer blue healer blue healer world world lord lord lord blue healer world world lord lord lord lord lord heal heal heal heal heal heal heal heal heal heal,1
touch bring watch turn leave start format repeat aiyyo swizz think ready shit aiyyo club real quick sound busta lock bitch comin cumin cause know turn know holdin throne gimme crown niggas solutin tryin pound come fuck niggas niggas clown makin bitch strippin throw shit grind go spot shit flood hoe come chicks come clothe mami know suppose turn wildin open beastin record second freakin come tryin touch peepin turn tryin mouth touch bring babe watch turn leave stop format repeat start ring come doin doin beat coochie makin swell tryin hide smell spray chanel turn walk strut tell nigga butt jail tickle wild like blowin cell come spell crowd mami know bout removin thong whip truck belong type raunchy shit turn street niggas respect movement strong come cause consistently reppin money long bitch singin song plus stick dickin black single time drop shit wrap niggas hatin clos strap cause bitch wanna come talk turn everytime bang shit knock whip nigga thing bitch lockin strip come mami dancin shakin hips thing lips,1
blue blue try drive away home blue blue try drive away home blue blue follow long blue blue rest blue blue rest mind ramble like wild geese steady baby midnight dream steady baby midnight dream woman better see blue blue follow long blue blue follow long blue blue leave,1
sleep warm sleep tight turn light sleep tight sleep warm rest head pillow pillow close close night sleep warm sleep dream weave spell sweet dream close eye kiss whisper miss sleep tight sleep sleep warm close eye kiss whisper miss sleep tight sleep sleep warm,1
ohwoahyayyay twice tomorrow woah ohwoahyayyay miss single life fill sorrow know need tell know mean ohwoahyayyay miss life fill sorrow woah know need tell know mean ohwoahyayyay twice tomorrow woah twice tomorrow twice tomorrow word,1
ding dong ding dong christmas bell ring carol carol christmas bell ring carol carol snow christmas bell ring voice sweet clear sing heart cheer ding dong ding dong christmas bell ring carol carol christmas bell ring carol carol christmas bell ring song sing gladsome tide bring ding dong ding dong christmas bell ring carol carol carol carol snow voice sweet clear sing heart cheer ding dong ding dong christmas bell ring ding dong ding dong christmas bell ring,1
